,spp,fbsci,Country,Site,stockid,CommonName,Source,PrimerNote,CollectionYear,NumMarkers,MarkerName,CrossSpp,n,Repeat,He,Hese,file,lat,lon
107,Carcharhinus limbatus,Carcharhinus limbatus,United States,"South Carolina Atlantic coast (Bulls Bay, Charleston County)",BTIPSHARATL,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-13,0,34,2,0.894,NA,msats101,32.99,-79.539894
108,Carcharhinus limbatus,Carcharhinus limbatus,Mexico,"Guintana Roo, Mexico, on Laguna Yalahau, northern Yucatan",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-7,0,84,2,0.95,NA,msats101,21.412,-86.638432
109,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Nueces County, Padre Island, Texas",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-100,0,50,2,0.153,NA,msats101,27.659,-97.080067
110,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Nueces County, Padre Island, Texas",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-107,0,50,2,0.677,NA,msats101,27.659,-97.080067
111,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Terra Ceia Bay, Manatee County, Florida",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-100,0,71,2,0.184,NA,msats101,27.549,-82.591883
112,Carcharhinus limbatus,Carcharhinus limbatus,Belize,Dangriga,NA,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,2002,1,Cli-13,0,19,2,0.939,NA,msats101,16.97,-88.216524
113,Carcharhinus limbatus,Carcharhinus limbatus,Belize,Dangriga,NA,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,2002,1,Cli-108,0,19,2,0.59,NA,msats101,16.97,-88.216524
114,Carcharhinus limbatus,Carcharhinus limbatus,Belize,Dangriga,NA,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,2002,1,Cli-107,0,19,2,0.667,NA,msats101,16.97,-88.216524
115,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Terra Ceia Bay, Manatee County, Florida",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-55,0,71,2,0.242,NA,msats101,27.549,-82.591883
116,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Withlacoochee Bay near Yankeetown, Levy County, Florida",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-100,0,66,2,0.158,NA,msats101,29.025,-82.788936
117,Carcharhinus limbatus,Carcharhinus limbatus,Belize,Belize City ,NA,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,2001,1,Cli-108,0,10,2,0.484,NA,msats101,17.502,-88.177887
118,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Pine Island Sound, Lee County, Georgia, Florida Gulf coast",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-55,0,72,2,0.252,NA,msats101,26.57,-82.156491
119,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Glynn County, Atlantic coast of Georgia",BTIPSHARATL,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,2002,1,Cli-55,0,13,2,0.289,NA,msats101,31.175,-81.297772
120,Carcharhinus limbatus,Carcharhinus limbatus,United States,"South Carolina Atlantic coast (Bulls Bay, Charleston County)",BTIPSHARATL,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-108,0,34,2,0.748,NA,msats101,32.99,-79.539894
121,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Withlacoochee Bay near Yankeetown, Levy County, Florida",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-107,0,66,2,0.696,NA,msats101,29.025,-82.788936
122,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Withlacoochee Bay near Yankeetown, Levy County, Florida",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-108,0,66,2,0.71,NA,msats101,29.025,-82.788936
123,Carcharhinus limbatus,Carcharhinus limbatus,Belize,Dangriga,NA,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,2002,1,Cli-100,0,19,2,0.479,NA,msats101,16.97,-88.216524
124,Carcharhinus limbatus,Carcharhinus limbatus,Mexico,"Guintana Roo, Mexico, on Laguna Yalahau, northern Yucatan",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-13,0,84,2,0.921,NA,msats101,21.412,-86.638432
125,Carcharhinus limbatus,Carcharhinus limbatus,United States,"South Carolina Atlantic coast (Bulls Bay, Charleston County)",BTIPSHARATL,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-12,0,34,2,0.058,NA,msats101,32.99,-79.539894
126,Carcharhinus limbatus,Carcharhinus limbatus,Belize,Dangriga,NA,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,2002,1,Cli-12,0,19,2,0.104,NA,msats101,16.97,-88.216524
127,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Glynn County, Atlantic coast of Georgia",BTIPSHARATL,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,2002,1,Cli-13,0,13,2,0.905,NA,msats101,31.175,-81.297772
128,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Glynn County, Atlantic coast of Georgia",BTIPSHARATL,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,2002,1,Cli-2,0,13,2,0.077,NA,msats101,31.175,-81.297772
129,Carcharhinus limbatus,Carcharhinus limbatus,Mexico,"Guintana Roo, Mexico, on Laguna Yalahau, northern Yucatan",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-2,0,84,2,0.167,NA,msats101,21.412,-86.638432
130,Carcharhinus limbatus,Carcharhinus limbatus,United States,"South Carolina Atlantic coast (Bulls Bay, Charleston County)",BTIPSHARATL,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-100,0,34,2,0.142,NA,msats101,32.99,-79.539894
131,Carcharhinus limbatus,Carcharhinus limbatus,United States,"South Carolina Atlantic coast (Bulls Bay, Charleston County)",BTIPSHARATL,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-107,0,34,2,0.734,NA,msats101,32.99,-79.539894
132,Carcharhinus limbatus,Carcharhinus limbatus,Belize,Belize City ,NA,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,2001,1,Cli-13,0,10,2,0.905,NA,msats101,17.502,-88.177887
133,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Pine Island Sound, Lee County, Georgia, Florida Gulf coast",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-7,0,72,2,0.956,NA,msats101,26.57,-82.156491
134,Carcharhinus limbatus,Carcharhinus limbatus,Belize,Belize City ,NA,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,2001,1,Cli-55,0,10,2,0.526,NA,msats101,17.502,-88.177887
135,Carcharhinus limbatus,Carcharhinus limbatus,Belize,Belize City ,NA,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,2001,1,Cli-2,0,10,2,0.426,NA,msats101,17.502,-88.177887
136,Centropristis striata,Centropristis striata,,,NA,Black seabass,Zhao et al. 2009 Cons Gen: Epinephelus awoara,NA,,1,Epaw33,1,8,2,NA,NA,ppdat,NA,NA
137,Centropristis striata,Centropristis striata,,,NA,Black seabass,Zhao et al. 2009 Cons Gen: Epinephelus awoara,NA,,1,Epaw34,1,8,2,NA,NA,ppdat,NA,NA
138,Centropristis striata,Centropristis striata,,,NA,Black seabass,Zhao et al. 2009 Cons Gen: Epinephelus awoara,NA,,1,Epaw30,1,8,2,NA,NA,ppdat,NA,NA
139,Centropristis striata,Centropristis striata,,,NA,Black seabass,Zhao et al. 2009 Cons Gen: Epinephelus awoara,NA,,1,Epaw19,1,8,2,NA,NA,ppdat,NA,NA
140,Centropristis striata,Centropristis striata,,,NA,Black seabass,Zhao et al. 2009 Cons Gen: Epinephelus awoara,NA,,1,Epaw17,1,8,2,NA,NA,ppdat,NA,NA
141,Centropristis striata,Centropristis striata,,,NA,Black seabass,Zhao et al. 2009 Cons Gen: Epinephelus septemfasciatus,NA,,1,Ese36,1,8,2,NA,NA,ppdat,NA,NA
142,Centropristis striata,Centropristis striata,,,NA,Black seabass,Zhao et al. 2009 Cons Gen: Epinephelus awoara,NA,,1,Epaw25,1,8,2,NA,NA,ppdat,NA,NA
143,Centropristis striata,Centropristis striata,,,NA,Black seabass,Zhao et al. 2009 Cons Gen: Epinephelus septemfasciatus,NA,,1,Ese12,1,8,2,NA,NA,ppdat,NA,NA
144,Centropristis striata,Centropristis striata,,,NA,Black seabass,Zhao et al. 2009 Cons Gen: Epinephelus awoara,NA,,1,Epaw3,1,8,2,NA,NA,ppdat,NA,NA
145,Centropristis striata,Centropristis striata,,,NA,Black seabass,Zhao et al. 2009 Cons Gen: Epinephelus septemfasciatus,NA,,1,Ese43,1,8,2,NA,NA,ppdat,NA,NA
146,Centropristis striata,Centropristis striata,,,NA,Black seabass,Zhao et al. 2009 Cons Gen: Epinephelus awoara,NA,,1,Epaw28,1,8,2,NA,NA,ppdat,NA,NA
147,Centropristis striata,Centropristis striata,,,NA,Black seabass,Zhao et al. 2009 Cons Gen: Epinephelus awoara,NA,,1,Epaw20,1,8,2,NA,NA,ppdat,NA,NA
148,Centropristis striata,Centropristis striata,,,NA,Black seabass,Zhao et al. 2009 Cons Gen: Epinephelus septemfasciatus,NA,,1,Ese44,1,8,2,NA,NA,ppdat,NA,NA
149,Centropristis striata,Centropristis striata,,,NA,Black seabass,Zhao et al. 2009 Cons Gen: Epinephelus awoara,NA,,1,Epaw29,1,8,2,NA,NA,ppdat,NA,NA
150,Centropristis striata,Centropristis striata,,,NA,Black seabass,Zhao et al. 2009 Cons Gen: Epinephelus septemfasciatus,NA,,1,Ese24,1,8,2,NA,NA,ppdat,NA,NA
151,Centropristis striata,Centropristis striata,,,NA,Black seabass,Zhao et al. 2009 Cons Gen: Epinephelus septemfasciatus,NA,,1,Ese28,1,8,2,NA,NA,ppdat,NA,NA
152,Centropristis striata,Centropristis striata,,,NA,Black seabass,Zhao et al. 2009 Cons Gen: Epinephelus awoara,NA,,1,Epaw6,1,8,2,NA,NA,ppdat,NA,NA
153,Centropristis striata,Centropristis striata,,,NA,Black seabass,Zhao et al. 2009 Cons Gen: Epinephelus septemfasciatus,NA,,1,Ese35,1,8,2,NA,NA,ppdat,NA,NA
154,Centropristis striata,Centropristis striata,,,NA,Black seabass,Zhao et al. 2009 Cons Gen: Epinephelus septemfasciatus,NA,,1,Ese26,1,8,2,NA,NA,ppdat,NA,NA
155,Centropristis striata,Centropristis striata,,,NA,Black seabass,Zhao et al. 2009 Cons Gen: Epinephelus septemfasciatus,NA,,1,Ese33,1,8,2,NA,NA,ppdat,NA,NA
156,Centropristis striata,Centropristis striata,,,NA,Black seabass,Zhao et al. 2009 Cons Gen: Epinephelus septemfasciatus,NA,,1,Ese52,1,8,2,NA,NA,ppdat,NA,NA
157,Centropristis striata,Centropristis striata,,,NA,Black seabass,Zhao et al. 2009 Cons Gen: Epinephelus awoara,NA,,1,Epaw7,1,8,2,NA,NA,ppdat,NA,NA
158,Centropristis striata,Centropristis striata,,,NA,Black seabass,Zhao et al. 2009 Cons Gen: Epinephelus septemfasciatus,NA,,1,Ese6,1,0,2,NA,NA,ppdat,NA,NA
159,Centropristis striata,Centropristis striata,,,NA,Black seabass,Zhao et al. 2009 Cons Gen: Epinephelus septemfasciatus,NA,,1,Ese54,1,8,2,NA,NA,ppdat,NA,NA
160,Clupea harengus,Clupea harengus,Sweden,"Bothnian Bay, Swedish side (SS02)",HERR2532,Atlantic herring,Jorgensen et al. 2005 Mol Ecol,NA,2002,1,Cpa112,1,99,NA,0.729,NA,ppdat,60.47,17.48
161,Clupea harengus,Clupea harengus,Norway,Flatbrotten 03,HERR2224IIIa,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2003,1,Cha1017,0,99,NA,0.825,NA,ppdat,58.1,11.33
162,Clupea harengus,Clupea harengus,Sweden,"Bothnian Bay, Swedish side (SS02)",HERR2532,Atlantic herring,Jorgensen et al. 2005 Mol Ecol,NA,2002,1,Cpa107,1,100,NA,0.588,NA,ppdat,60.47,17.48
163,Clupea harengus,Clupea harengus,Norway,Karmoy 02,NA,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2002,1,Cha1027,0,100,NA,0.942,NA,ppdat,59.25,5.17
164,Clupea harengus,Clupea harengus,Denmark,Kolding Fjord 02,HERR2224IIIa,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2002,1,Cpa101,1,99,NA,0.894,NA,ppdat,55.49,9.54
165,Clupea harengus,Clupea harengus,Norway,Flatbrotten 03,HERR2224IIIa,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2003,1,Cha1020,0,99,NA,0.914,NA,ppdat,58.1,11.33
166,Clupea harengus,Clupea harengus,Norway,Flatbrotten 03,HERR2224IIIa,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2003,1,Cha1027,0,100,NA,0.937,NA,ppdat,58.1,11.33
167,Clupea harengus,Clupea harengus,Norway,Karmoy 02,NA,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2002,1,Cha1202,0,100,NA,0.732,NA,ppdat,59.25,5.17
168,Clupea harengus,Clupea harengus,Norway,More 03,NA,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2003,1,Cha1202,0,78,NA,0.745,NA,ppdat,62.78,6.08
169,Clupea harengus,Clupea harengus,Norway,Flatbrotten 02,HERR2224IIIa,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2002,1,Cpa112,1,99,NA,0.874,NA,ppdat,58.1,11.33
170,Clupea harengus,Clupea harengus,Sweden,"Bothnian Bay, Swedish side (SS02)",HERR2532,Atlantic herring,Jorgensen et al. 2005 Mol Ecol,NA,2002,1,Cpa101,1,100,NA,0.918,NA,ppdat,60.47,17.48
171,Clupea harengus,Clupea harengus,Norway,Flatbrotten 03,HERR2224IIIa,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2003,1,Cha1202,0,100,NA,0.723,NA,ppdat,58.1,11.33
172,Clupea harengus,Clupea harengus,Sweden,"Bothnian Bay, Swedish side (SS02)",HERR2532,Atlantic herring,Jorgensen et al. 2005 Mol Ecol,NA,2002,1,Cpa111,1,100,NA,0.364,NA,ppdat,60.47,17.48
173,Clupea harengus,Clupea harengus,Finland,Gulf of Finland (GF02),HERR2532,Atlantic herring,Jorgensen et al. 2005 Mol Ecol,NA,2002,1,Cha1017,0,100,NA,0.789,NA,ppdat,60.19,25.75
174,Clupea harengus,Clupea harengus,Norway,Karmoy 02,NA,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2002,1,Cpa111,1,98,NA,0.403,NA,ppdat,59.25,5.17
175,Clupea harengus,Clupea harengus,Germany,Rugen April 02,HERR2224IIIa,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2002,1,Cpa101,1,97,NA,0.9,NA,ppdat,54.23,13.44
176,Clupea harengus,Clupea harengus,Poland,Gdansk Bay (GD03-3),HERR2532,Atlantic herring,Jorgensen et al. 2005 Mol Ecol,NA,2003,1,Cpa114,1,100,NA,0.911,NA,ppdat,54.28,18.35
177,Clupea harengus,Clupea harengus,Sweden,Hano Bay (HB02),HERR2532,Atlantic herring,Jorgensen et al. 2005 Mol Ecol,NA,2002,1,Cpa107,1,100,NA,0.545,NA,ppdat,55.57,15.18
178,Clupea harengus,Clupea harengus,Denmark,Kolding Fjord 02,HERR2224IIIa,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2002,1,Cha1017,0,99,NA,0.786,NA,ppdat,55.49,9.54
179,Clupea harengus,Clupea harengus,Sweden,"Bothnian Bay, Swedish side (SS02)",HERR2532,Atlantic herring,Jorgensen et al. 2005 Mol Ecol,NA,2002,1,Cpa114,1,100,NA,0.92,NA,ppdat,60.47,17.48
180,Clupea harengus,Clupea harengus,Poland,Gdansk Bay (GD03-3),HERR2532,Atlantic herring,Jorgensen et al. 2005 Mol Ecol,NA,2003,1,Cha1017,0,100,NA,0.803,NA,ppdat,54.28,18.35
181,Clupea harengus,Clupea harengus,Norway,Flatbrotten 02,HERR2224IIIa,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2002,1,Cpa113,1,100,NA,0.936,NA,ppdat,58.1,11.33
182,Clupea harengus,Clupea harengus,Norway,Flatbrotten 02,HERR2224IIIa,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2002,1,Cpa114,1,98,NA,0.914,NA,ppdat,58.1,11.33
183,Clupea harengus,Clupea harengus,Denmark,Kolding Fjord 02,HERR2224IIIa,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2002,1,Cha1020,0,99,NA,0.896,NA,ppdat,55.49,9.54
184,Clupea harengus,Clupea harengus,Norway,Flatbrotten 02,HERR2224IIIa,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2002,1,Cpa111,1,100,NA,0.414,NA,ppdat,58.1,11.33
185,Clupea harengus,Clupea harengus,Latvia,Gulf of Riga (R03),HERRRIGA,Atlantic herring,Jorgensen et al. 2005 Mol Ecol,NA,2003,1,Cpa112,1,108,NA,0.717,NA,ppdat,57.779955,23.489859
186,Clupea harengus,Clupea harengus,Norway,Flatbrotten 03,HERR2224IIIa,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2003,1,Cpa101,1,99,NA,0.912,NA,ppdat,58.1,11.33
187,Clupea harengus,Clupea harengus,Latvia,Gulf of Riga (R03),HERRRIGA,Atlantic herring,Jorgensen et al. 2005 Mol Ecol,NA,2003,1,Cpa107,1,109,NA,0.566,NA,ppdat,57.779955,23.489859
188,Clupea harengus,Clupea harengus,Latvia,Gulf of Riga (R03),HERRRIGA,Atlantic herring,Jorgensen et al. 2005 Mol Ecol,NA,2003,1,Cpa111,1,109,NA,0.39,NA,ppdat,57.779955,23.489859
189,Clupea harengus,Clupea harengus,Norway,Flatbrotten 03,HERR2224IIIa,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2003,1,Cpa114,1,99,NA,0.912,NA,ppdat,58.1,11.33
190,Clupea harengus,Clupea harengus,Poland,Gdansk Bay (GD03-3),HERR2532,Atlantic herring,Jorgensen et al. 2005 Mol Ecol,NA,2003,1,Cpa107,1,100,NA,0.553,NA,ppdat,54.28,18.35
191,Clupea harengus,Clupea harengus,Norway,Karmoy 02,NA,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2002,1,Cha1017,0,100,NA,0.829,NA,ppdat,59.25,5.17
192,Clupea harengus,Clupea harengus,Norway,More 03,NA,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2003,1,Cha1027,0,78,NA,0.936,NA,ppdat,62.78,6.08
193,Clupea harengus,Clupea harengus,Norway,Karmoy 02,NA,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2002,1,Cha1020,0,99,NA,0.926,NA,ppdat,59.25,5.17
194,Clupea harengus,Clupea harengus,Norway,More 03,NA,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2003,1,Cha1020,0,78,NA,0.921,NA,ppdat,62.78,6.08
195,Clupea harengus,Clupea harengus,Canada,Georges Bank,HERRNWATLC,Atlantic herrring,McPherson et al. 2001 Journal of Fish Biology 59:356-370,0,1999,1,Cpa102,0,75,NA,0.936,NA,msats201,41.5977,-67.415
196,Clupea harengus,Clupea harengus,Canada,Georges Bank,HERRNWATLC,Atlantic herrring,McPherson et al. 2001 Journal of Fish Biology 59:356-370,0,1999,1,Cpa108,0,75,NA,0.47,NA,msats201,41.5977,-67.415
197,Clupea harengus,Clupea harengus,Canada,Georges Bank,HERRNWATLC,Atlantic herrring,McPherson et al. 2001 Journal of Fish Biology 59:356-370,0,1999,1,Cpa113,0,75,NA,0.93,NA,msats201,41.5977,-67.415
198,Clupea harengus,Clupea harengus,Norway,Karmoy 02,NA,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2002,1,Cpa112,1,100,NA,0.877,NA,ppdat,59.25,5.17
199,Clupea harengus,Clupea harengus,Latvia,Gulf of Riga (R03),HERRRIGA,Atlantic herring,Jorgensen et al. 2005 Mol Ecol,NA,2003,1,Cpa114,1,106,NA,0.914,NA,ppdat,57.779955,23.489859
200,Clupea harengus,Clupea harengus,Sweden,Hano Bay (HB02),HERR2532,Atlantic herring,Jorgensen et al. 2005 Mol Ecol,NA,2002,1,Cha1017,0,98,NA,0.838,NA,ppdat,55.57,15.18
201,Clupea harengus,Clupea harengus,Poland,Gdansk Bay (GD03-3),HERR2532,Atlantic herring,Jorgensen et al. 2005 Mol Ecol,NA,2003,1,Cha1202,0,100,NA,0.76,NA,ppdat,54.28,18.35
202,Clupea harengus,Clupea harengus,Poland,Gdansk Bay (GD03-3),HERR2532,Atlantic herring,Jorgensen et al. 2005 Mol Ecol,NA,2003,1,Cpa101,1,99,NA,0.91,NA,ppdat,54.28,18.35
203,Clupea harengus,Clupea harengus,Norway,Flatbrotten 03,HERR2224IIIa,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2003,1,Cpa113,1,100,NA,0.932,NA,ppdat,58.1,11.33
204,Clupea harengus,Clupea harengus,Poland,Gdansk Bay (GD03-3),HERR2532,Atlantic herring,Jorgensen et al. 2005 Mol Ecol,NA,2003,1,Cpa111,1,100,NA,0.44,NA,ppdat,54.28,18.35
205,Clupea harengus,Clupea harengus,Norway,Flatbrotten 02,HERR2224IIIa,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2002,1,Cpa101,1,100,NA,0.914,NA,ppdat,58.1,11.33
206,Clupea harengus,Clupea harengus,Poland,Gdansk Bay (GD03-3),HERR2532,Atlantic herring,Jorgensen et al. 2005 Mol Ecol,NA,2003,1,Cpa112,1,100,NA,0.757,NA,ppdat,54.28,18.35
207,Clupea harengus,Clupea harengus,Denmark,Kattegat 02,HERR2224IIIa,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2002,1,Cpa111,1,44,NA,0.45,NA,ppdat,55.95,11.61
208,Clupea harengus,Clupea harengus,Denmark,Kattegat 02,HERR2224IIIa,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2002,1,Cpa112,1,43,NA,0.848,NA,ppdat,55.95,11.61
209,Clupea harengus,Clupea harengus,Denmark,Kattegat 02,HERR2224IIIa,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2002,1,Cpa113,1,44,NA,0.909,NA,ppdat,55.95,11.61
210,Clupea harengus,Clupea harengus,Finland,Gulf of Finland (GF02),HERR2532,Atlantic herring,Jorgensen et al. 2005 Mol Ecol,NA,2002,1,Cha1020,0,100,NA,0.912,NA,ppdat,60.19,25.75
211,Clupea harengus,Clupea harengus,Finland,Gulf of Finland (GF02),HERR2532,Atlantic herring,Jorgensen et al. 2005 Mol Ecol,NA,2002,1,Cha1027,0,100,NA,0.936,NA,ppdat,60.19,25.75
212,Clupea harengus,Clupea harengus,Norway,Karmoy 02,NA,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2002,1,Cpa113,1,99,NA,0.93,NA,ppdat,59.25,5.17
213,Clupea harengus,Clupea harengus,Norway,Karmoy 02,NA,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2002,1,Cpa114,1,100,NA,0.911,NA,ppdat,59.25,5.17
214,Clupea harengus,Clupea harengus,Norway,Flatbrotten 03,HERR2224IIIa,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2003,1,Cpa111,1,100,NA,0.441,NA,ppdat,58.1,11.33
215,Clupea harengus,Clupea harengus,Norway,Flatbrotten 03,HERR2224IIIa,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2003,1,Cpa112,1,100,NA,0.913,NA,ppdat,58.1,11.33
216,Clupea harengus,Clupea harengus,Denmark,Kattegat 02,HERR2224IIIa,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2002,1,Cha1027,0,44,NA,0.909,NA,ppdat,55.95,11.61
217,Clupea harengus,Clupea harengus,Norway,Maseskar 03,HERR2224IIIa,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2003,1,Cpa113,1,99,NA,0.929,NA,ppdat,58.34,11.27
218,Clupea harengus,Clupea harengus,Norway,Maseskar 03,HERR2224IIIa,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2003,1,Cpa114,1,97,NA,0.919,NA,ppdat,58.34,11.27
219,Clupea harengus,Clupea harengus,Denmark,Kattegat 03,HERR2224IIIa,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2003,1,Cpa114,1,94,NA,0.909,NA,ppdat,55.95,11.61
220,Clupea harengus,Clupea harengus,England,Cape Wrath 02,HERRNS,Atlantic herring,Mariani et al. 2005 MEPS,NA,2002,9,,1,108,4,0.822,NA,ppdat,58.6521,-5.3171
221,Clupea harengus,Clupea harengus,Latvia,Gulf of Riga (R03),HERRRIGA,Atlantic herring,Jorgensen et al. 2005 Mol Ecol,NA,2003,1,Cha1202,0,109,NA,0.776,NA,ppdat,57.779955,23.489859
222,Clupea harengus,Clupea harengus,Latvia,Gulf of Riga (R03),HERRRIGA,Atlantic herring,Jorgensen et al. 2005 Mol Ecol,NA,2003,1,Cpa101,1,108,NA,0.917,NA,ppdat,57.779955,23.489859
223,Clupea harengus,Clupea harengus,Denmark,Kolding Fjord 02,HERR2224IIIa,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2002,1,Cha1202,0,99,NA,0.75,NA,ppdat,55.49,9.54
224,Clupea harengus,Clupea harengus,England,Flamborough 02,HERRNS,Atlantic herring,Mariani et al. 2005 MEPS,NA,2002,9,,1,108,4,0.831,NA,ppdat,54.6149,-0.6542
225,Clupea harengus,Clupea harengus,Denmark,Kolding Fjord 02,HERR2224IIIa,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2002,1,Cpa111,1,99,NA,0.356,NA,ppdat,55.49,9.54
226,Clupea harengus,Clupea harengus,Denmark,Kolding Fjord 02,HERR2224IIIa,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2002,1,Cpa112,1,100,NA,0.826,NA,ppdat,55.49,9.54
227,Clupea harengus,Clupea harengus,Denmark,Kattegat 02,HERR2224IIIa,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2002,1,Cha1017,0,44,NA,0.826,NA,ppdat,55.95,11.61
228,Clupea harengus,Clupea harengus,Denmark,Kattegat 02,HERR2224IIIa,Atlantic herring,Bekkevold et al. 2005 Evolution,NA,2002,1,Cha1020,0,44,NA,0.893,NA,ppdat,55.95,11.61
229,Clupea harengus,Clupea harengus,Sweden,Hano Bay (HB02),HERR2532,Atlantic herring,Jorgensen et al. 2005 Mol Ecol,NA,2002,1,Cha1027,0,99,NA,0.937,NA,ppdat,55.57,15.18
